day_name,crash_hour,n,injury_crashes,rate,ci_low,ci_high,rate_pct,ci_low_pct,ci_high_pct,reliable
Sunday,9,1926,596,0.3094496365524403,0.28920075133951617,0.33045715218997557,30.944963655244027,28.920075133951617,33.04571521899756,True
Sunday,10,2206,717,0.32502266545784225,0.3057956169873507,0.3448580769244663,32.502266545784224,30.57956169873507,34.48580769244663,True
Sunday,11,2600,997,0.38346153846153846,0.36495642857441296,0.4023105203828508,38.34615384615385,36.4956428574413,40.23105203828508,True
Sunday,12,2734,1006,0.36795903438185806,0.3500789275081466,0.38620968758193003,36.7959034381858,35.00789275081466,38.620968758193,True
Sunday,13,2930,1175,0.40102389078498296,0.38341816367261466,0.41888881840849024,40.1023890784983,38.341816367261465,41.888881840849024,True
Sunday,14,3335,1364,0.40899550224887554,0.3924230774584153,0.4257773427112627,40.899550224887555,39.24230774584153,42.577734271126275,True
Sunday,15,3226,1392,0.4314941103533788,0.4144941187412201,0.44865706489577317,43.149411035337884,41.44941187412201,44.86570648957732,True
Sunday,16,3414,1352,0.39601640304628,0.37973643370818416,0.41253012422709273,39.601640304628,37.973643370818415,41.253012422709276,True
Sunday,17,3485,1503,0.43127690100430416,0.4149183721886836,0.447786773267046,43.127690100430414,41.49183721886836,44.7786773267046,True
Sunday,18,3271,1451,0.4435952308162641,0.42664557023560307,0.460677224247037,44.35952308162641,42.664557023560306,46.0677224247037,True
Sunday,19,3089,1409,0.4561346714146973,0.43863533980497155,0.4737429727474721,45.613467141469734,43.86353398049715,47.374297274747214,True
Sunday,20,2967,1267,0.427030670711156,0.40933741515394023,0.44491263977998813,42.703067071115605,40.933741515394026,44.49126397799881,True
Sunday,21,2918,1263,0.43283070596298834,0.4149531443982835,0.4508848941866965,43.283070596298835,41.49531443982835,45.08848941866965,True
Sunday,22,2709,1124,0.4149132521225544,0.396492372310505,0.4335751111724967,41.49132521225544,39.6492372310505,43.35751111724967,True
Sunday,23,2385,957,0.40125786163522015,0.38176005972334737,0.4210732465954977,40.125786163522015,38.176005972334735,42.107324659549775,True
